Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-TRK-118,KEN-TRK-118,Turkana,Turkana - Water.org WaterCredit - Affordable Loans Water Access,2/1/2024,12/31/2025,"Water.org's WaterCredit Initiative has been active in Turkana County, helping households access affordable microfinance loans for clean water connections, addressing the access gap documented by UNDP and reducing dependence on expensive informal water ve",Water-Land,Water.org WaterCredit Initiative - Affordable Water Access Loans - Turkana,Water.org; Turkana Households; Microfinance Partners; Lodwar Town Residents,"The Borgen Project (February 2024) documented that Water.org's WaterCredit Initiative is helping people in 11 countries -” including Kenya -” access affordable loans for clean water. In Turkana County, where LOWASCO serves Lodwar town and adjacent ar",Borgen Project; Water.org,https://borgenproject.org/water-crisis-in-turkana/,NGO,3.119,35.597,0,Unknown,Active - Microfinance Programme,Ongoing,"Water.org, WaterCredit, microfinance, affordable loans, clean water, Turkana, Lodwar, access gap, LOWASCO",Yes,0.87,Borgen Project directly cited.
KEN-MCK-102,KEN-MCK-102,Machakos,Athi River - EAPCC - KCB 2019 Debt Deal and Land Transfer,1/1/2019,5/13/2025,"EAPCC reached a deal with KCB in 2019 to settle its KSh 6.8 billion outstanding loan. The bank received approximately 2,000 acres of land in Mavoko, Athi River, already invaded by settlers. KCB is now seeking KSh 7 billion from the disposal of the land.",Water-Land,EAPCC KCB 2019 Land Deal - KSh 6.8 Billion Debt - 2000 Acres for KSh 7 Billion Disposal,EAPCC; KCB Bank; Squatters on 2000 Acres; Business Daily Africa,"Business Daily Africa (2025) documented that 'KCB Group is seeking Sh7 billion from the disposal of 2,000 acres of land recovered from East African Portland Cement Company (EAPCC). The land is currently occupied by squatters, including households and bus",Business Daily Africa,https://www.businessdailyafrica.com/bd/corporate/companies/kcb-eyes-sh7bn-from-disposal-of-mavoko-land-5459576,Print/Online News,-1.4659,37.0783,0,Unknown,Active - KCB Disposal Process,Ongoing,"EAPCC, KCB, KSh 6.8 billion debt, 2000 acres, KSh 7 billion disposal, squatters, 2019 deal, Mavoko, 2025",Yes,0.97,Business Daily Africa directly cited.
KEN-MCK-133,KEN-MCK-133,Machakos,Mavoko - EAPCC Portland 2021 ELC Blow - Ndung'u Report 22 Parcels,1/1/2004,5/14/2021,"In May 2021, Justice Oscar Angote at ELC Machakos dismissed EAPCC's challenge to the Ndung'u Commission's recommendation that 22 of its land parcels in Machakos and Kajiado should have their titles revoked. The court found EAPCC had waited 17 years to ch",Water-Land,EAPCC ELC Blow May 2021 - Ndung'u Report 2004 - 22 Parcels Revocation Recommendation,EAPCC; Justice Oscar Angote - ELC Machakos; Ndung'u Commission (2004),"Business Daily Africa (14 May 2021) documented: 'Justice Oscar Angote, while sitting at the Environment and Lands Court in Machakos, dismissed the company's case for failing to challenge the Commission's recommendation within reasonable time.' The Ndung'",Business Daily Africa,https://www.businessdailyafrica.com/bd/corporate/companies/portland-suffers-blow-land-grabbing-suit-3399438,Print/Online News; Court Record,-1.4659,37.0783,0,Unknown,ELC Case Dismissed May 2021,Resolved (Dismissed),"EAPCC, Ndung'u Report 2004, 22 parcels, revocation recommendation, Justice Angote, May 2021, Machakos Kajiado, time-barred",Yes,0.96,"Business Daily Africa directly cited. Named judge, ruling date and context confirmed."
KEN-NBI-162,KEN-NBI-162,Nairobi,Nairobi - ELC 30 Property Owners vs Government - March 2026,1/1/2026,3/2/2026,The Environment and Land Court rejected an application by more than 30 property owners seeking to stop the government from reclaiming riparian land along the Nairobi River in the Gikomba/Kombo Munyiri Road area. Business Daily Africa reported the dismiss,Water-Land,30+ Property Owners - ELC Application to Halt Demolitions - Dismissed March 2026,30+ Kombo Munyiri Road Property Owners (Gikomba Area); Ministry of Interior; NEMA; WRA; ELC Milimani - Business Daily,Business Daily Africa (2 March 2026) reported that the ELC rejected an application by more than 30 property owners seeking to stop the government from reclaiming riparian land along the Nairobi River. The court ruled that the property owners failed to pr,Business Daily Africa,https://www.businessdailyafrica.com/bd/economy/property-owners-lose-fight-halt-nairobi-riparian-land-demolition-5376974,Print/Online News,-1.284,36.846,0,Unknown,ELC Application Dismissed March 2026,Enforced - Demolitions Cleared,"30 property owners, ELC, dismissed, Kombo Munyiri Road, Gikomba, riparian, government, March 2026, 1990s approvals",Yes,0.97,Business Daily Africa directly cited. Ruling date and parties confirmed.
KEN-NBI-220,KEN-NBI-220,Nairobi,Nairobi - Nairobi Rivers Clean-Up Initiative - Launched 2023,1/1/2023,5/31/2024,"The Nairobi Rivers clean-up initiative was launched in 2023 -” before the April 2024 floods -” and was intensified after the floods. Business Daily Africa confirmed the initiative 'aims to restore the Nairobi, Ngong and Mathare rivers by removing ill",Water-Land,Nairobi Rivers Clean-Up Initiative - Launched 2023 - Intensified 2024,Nairobi Rivers Commission; WRA; NEMA; Nairobi City County; National Government,"Business Daily Africa (March 2026) confirmed: 'The Nairobi Rivers clean-up initiative, launched in 2023 and intensified after the 2024 floods, aims to restore the Nairobi, Ngong and Mathare rivers by removing illegal structures, clearing waste and reclai",Business Daily Africa,https://www.businessdailyafrica.com/bd/economy/property-owners-lose-fight-halt-nairobi-riparian-land-demolition-5376974,Print/Online News,-1.2864,36.8172,0,Unknown,Active - Programme Ongoing,Ongoing,"Nairobi Rivers clean-up initiative, 2023 launch, 2024 intensification, Nairobi Ngong Mathare rivers, illegal structures, riparian buffers, Business Daily",Yes,0.96,Business Daily Africa directly cited.
KEN-NBI-224,KEN-NBI-224,Nairobi,Nairobi - Nairobi River 2023 Initiative - Business Daily Timeline,1/1/2023,12/31/2023,"Business Daily Africa (March 2026) confirmed the Nairobi Rivers clean-up initiative was 'launched in 2023 and intensified after the 2024 floods', establishing that the programme predates the flood emergency. This pre-existing programme received a massive",Water-Land,Nairobi River Initiative Timeline - 2023 Precursor to 2024 Demolitions,Nairobi Rivers Commission; WRA; NEMA; Nairobi County; Business Daily Africa,"Business Daily Africa's March 2026 reporting on the ELC ruling dismissing property owners' applications confirmed that 'the Nairobi Rivers clean-up initiative, launched in 2023 and intensified after the 2024 floods, aims to restore the Nairobi, Ngong and",Business Daily Africa,https://www.businessdailyafrica.com/bd/economy/property-owners-lose-fight-halt-nairobi-riparian-land-demolition-5376974,Print/Online News,-1.2864,36.8172,0,0,Programme Active,Ongoing,"Nairobi Rivers initiative, 2023, pre-flood origin, Business Daily, timeline, NRC, riparian enforcement, programme continuity",Yes,0.95,Business Daily Africa directly cited.
KEN-MCK-108,KEN-MCK-108,Machakos,Mavoko - Syokimau 2011 - Parliamentary Committee - KAA Flight Corridor Demolitions,11/1/2011,12/31/2011,"A 2011 parliamentary committee chaired by former Gachoka MP Mutava Musyimi investigated the Syokimau demolitions of homes built along a Kenya Airports Authority (KAA) flight corridor in Machakos County, finding systemic failures by the Commissioner of La",Water-Land,Syokimau 2011 - Parliamentary Committee Musyimi - KAA Flight Corridor Demolitions - Seller Restitution,Syokimau Residents; Kenya Airports Authority (KAA); Parliamentary Committee (Chaired by Mutava Musyimi); Ministry of Lands; Physical Planning Department Machakos and Nairobi,"Business Daily Africa (October 2023) documented that 'a parliamentary committee on land chaired by former Gachoka MP Mutava Musyimi, following the demolition of houses in Syokimau in 2011, blamed a former commissioner of lands, land officials and physica",Business Daily Africa,https://www.businessdailyafrica.com/bd/economy/where-the-buck-stops-in-public-land-demolitions--4404574,Print/Online News; Government,-1.39,37.02,0,Unknown,Parliamentary Committee - Restitution Recommended,Partially Resolved,"Syokimau, 2011, KAA, flight corridor, parliamentary committee, Mutava Musyimi, Commissioner of Lands, restitution from seller, Machakos, Nairobi",Yes,0.95,Business Daily Africa directly cited. Named MP and committee recommendations confirmed.
KEN-NBI-211,KEN-NBI-211,Nairobi,Nairobi - 2011 Syokimau KAA Demolitions and Machakos-Nairobi Cross-County Pattern,11/1/2011,12/31/2011,The 2011 Syokimau demolitions of homes built within the Kenya Airports Authority flight corridor -” a cross-county conflict affecting both Machakos and Nairobi -” established the precedent for infrastructure-corridor-driven forced evictions that was,Water-Land,Syokimau 2011 - KAA Flight Corridor - Cross-County Conflict Pattern,Kenya Airports Authority; Syokimau Developers and Homeowners; Commissioner of Lands; Parliamentary Committee; Machakos and Nairobi County Planning Departments,The 2011 Syokimau demolitions along the KAA flight corridor affected residents who had purchased plots from developers who knowingly sold land within a restricted aviation zone. The parliamentary committee (Mutava Musyimi) found that the Commissioner of,Business Daily Africa,https://www.businessdailyafrica.com/bd/economy/where-the-buck-stops-in-public-land-demolitions--4404574,Print/Online News,-1.39,37.02,0,Unknown,Parliamentary Inquiry - Restitution Recommended,Partially Resolved,"Syokimau 2011, KAA flight corridor, cross-county, Machakos Nairobi, Commissioner of Lands, approval failure, parliamentary committee, precedent",Yes,0.92,Business Daily Africa directly cited.
KEN-MCK-113,KEN-MCK-113,Machakos,Machakos - Syokimau Mavoko Community Association - Squatter Groups 2010-2023,1/1/2010,10/9/2023,"Multiple organised squatter groups occupied sections of EAPCC's land after 2010 when mining exhaustion was announced. These groups -” Syokimau Mavoko Community Association, Kathama Welfare Association, Mavoko Slums Upgrading Self-help Group, Mathi Asso",Water-Land,EAPCC Squatter Groups - Syokimau Mavoko Community Association and Others - 2010-2023 Occupation,Syokimau Mavoko Community Association; Kathama Welfare Association; Mavoko Slums Upgrading Self-help Group; Mathi Association; Masua Self-help Group; EAPCC; Court of Justice,"Business Daily Africa (October 2023) documented: 'A part of the EAPCC land holds a group of squatters comprising Syokimau Mavoko Community Association, Kathama Welfare Association, Mavoko Slums Upgrading Self-help Group, Mathi Association and Masua Self-",Business Daily Africa,https://www.businessdailyafrica.com/bd/economy/where-the-buck-stops-in-public-land-demolitions--4404574,Print/Online News,-1.4659,37.0783,0,Unknown,14-Day Regularisation Given - Demolitions Followed,Enforced,"Syokimau Mavoko Community Association, Kathama Welfare, Mavoko Slums Upgrading, Mathi, Masua, EAPCC, squatter groups, 2010-2023, 14 days",Yes,0.96,Business Daily Africa directly cited. Five groups named and 14-day notice confirmed.
KEN-MCK-105,KEN-MCK-105,Machakos,Mavoko - EAPCC - 2010 Squatter Invasion Triggered by Mining Exhaustion,1/1/2010,12/31/2019,"EAPCC announced plans to sell off land in 2010 after exhausting limestone deposits. This announcement triggered a mass squatter invasion by groups who organised themselves into associations. KCB inherited the 2,000-acre squatter-occupied parcel via the 2",Water-Land,EAPCC Mining Exhaustion 2010 - Squatter Invasion Trigger - KCB 2019 Land Transfer,EAPCC; Squatters; Syokimau-Mavoko Community Association; Ngwatanio ya Mkamba Self Help Group; Kathama Welfare Association; KCB Bank,"Business Daily Africa (2025) confirmed: 'Squatters began invading the parcel, then owned by EAPCC, in 2010 when the company signaled it would sell the land after exhausting limestone deposits. The settlers have since organised themselves in groups includ",Business Daily Africa; Construction Kenya,https://www.businessdailyafrica.com/bd/corporate/companies/kcb-eyes-sh7bn-from-disposal-of-mavoko-land-5459576,Print/Online News,-1.4659,37.0783,0,Unknown,Historical Origin - Squatter Occupation,Ongoing - KCB Disposal,"EAPCC, 2010, mining exhaustion, squatter invasion, Syokimau-Mavoko Community Association, Ngwatanio ya Mkamba, Kathama Welfare, KCB 2019",Yes,0.98,Business Daily Africa and Construction Kenya directly cited.
KEN-MCK-134,KEN-MCK-134,Machakos,Mavoko - Ndung'u Commission 2004 - EAPCC 22 Parcels Recommendation,1/1/2004,12/31/2004,The 2004 Ndung'u Commission Report on illegal and irregular allocation of public land recommended revocation of titles for 22 EAPCC land parcels in Machakos and Kajiado counties -” establishing the earliest documented legal vulnerability in the EAPCC l,Water-Land,Ndung'u Commission 2004 - EAPCC 22 Parcels - Public Land Illegal Allocation Probe,Ndung'u Commission; EAPCC; Government of Kenya; Ministry of Lands; Machakos and Kajiado Land Registrars,"The Ndung'u Commission Report (2004) is a landmark investigation into illegal and irregular allocation of public land in Kenya, ordered by President Kibaki upon his election in 2002. Business Daily Africa (2021) confirmed: 'In the report released 17 year",Business Daily Africa; Daily Nation,https://www.businessdailyafrica.com/bd/corporate/companies/portland-suffers-blow-land-grabbing-suit-3399438,Print/Online News; Government,-1.4659,37.0783,0,Unknown,Historical - Government Commission Report,Unimplemented (20 Years),"Ndung'u Commission 2004, EAPCC, 22 parcels, revocation, Machakos, Kajiado, public land, illegal allocation, Ministry of Lands, unimplemented",Yes,0.97,Business Daily Africa directly cited.
